_id,propertyAddress,propertyType,propertyWard,InspectionThread,,INSPECTIONS_OPENDATE,INSPECTIONS_CLOSEDDATE,VIOLATIONS_ITEM_NUMBER,Violation_Yes_No
3561068,250 Heath St W,High Rise,12,_6a41d63C73B4D4E,,2019-08-26,2019-10-23,3,Yes
3561069,250 Heath St W,High Rise,12,_6a41d63C73B4D4E,,2019-08-26,2019-10-23,4,Yes
3561070,250 Heath St W,High Rise,12,_6a41d63C73B4D4E,,2019-08-26,2019-10-23,5,Yes
3561071,250 Heath St W,High Rise,12,_6a41d63C73B4D4E,,2019-08-26,2019-10-23,6,Yes
3561072,250 Heath St W,High Rise,12,_6a41d63C73B4D4E,,2019-08-26,2019-10-23,7,Yes
3561073,102 Tyndall Ave,High Rise,4,_6a41dA62324A48B,,2019-08-26,2019-09-19,0,No
3561074,44 Willowridge Rd,High Rise,1,_6a41e00E4AF8C04,,2019-08-26,2019-08-26,0,No
3561075,21 Lascelles Blvd,High Rise,12,_6a41e12946E446C,,2019-08-23,2019-10-23,1,Yes
3561076,21 Lascelles Blvd,High Rise,12,_6a41e12946E446C,,2019-08-23,2019-10-23,2,Yes
3561077,21 Lascelles Blvd,High Rise,12,_6a41e12946E446C,,2019-08-23,2019-10-23,3,Yes
3561078,21 Lascelles Blvd,High Rise,12,_6a41e12946E446C,,2019-08-23,2019-10-23,4,Yes
3561079,21 Lascelles Blvd,High Rise,12,_6a41e12946E446C,,2019-08-23,2019-10-23,5,Yes
3561080,44 Willowridge Rd,High Rise,1,_6a41e378265C38D,,2019-08-26,2020-05-07,0,No
3561081,44 Willowridge Rd,High Rise,1,_6a41e6E49485096,,2019-08-26,2019-08-26,0,No
3561082,44 Willowridge Rd,High Rise,1,_6a41e7713BA7D98,,2019-08-26,2019-08-26,0,No
3561083,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,1,Yes
3561084,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,2,Yes
3561085,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,3,Yes
3561086,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,4,Yes
3561087,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,5,Yes
3561088,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,6,Yes
3561089,215 Gosford Blvd,High Rise,7,_6a4220992E1131A,,2019-08-26,2019-09-25,7,Yes
3561090,1720 Eglinton Ave E,High Rise,16,_6a42227ECFD218C,,2019-08-06,2019-11-05,0,No
3561091,120 Shelborne Ave,High Rise,8,_6a4223CD5B2079C,,2019-08-28,2019-08-28,0,No
3561092,235 Gosford Blvd,High Rise,7,_6a422C31517E0AB,,2019-08-26,2019-09-25,1,Yes
3561093,235 Gosford Blvd,High Rise,7,_6a422C31517E0AB,,2019-08-26,2019-09-25,2,Yes
3561094,235 Gosford Blvd,High Rise,7,_6a422C31517E0AB,,2019-08-26,2019-09-25,3,Yes
3561095,1888 Bayview Ave,High Rise,15,_6a4233A5028ED99,,2019-08-26,2020-02-25,0,No
3561096,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,1,Yes
3561097,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,2,Yes
3561098,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,3,Yes
3561099,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,4,Yes
3561100,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,5,Yes
3561101,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,6,Yes
3561102,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,7,Yes
3561103,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,8,Yes
3561104,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,9,Yes
3561105,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,10,Yes
3561106,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,11,Yes
3561107,741 Sheppard Ave W,High Rise,6,_6a423DAFE3F0D66,,2019-08-26,2020-03-09,12,Yes
3561108,4200 Bathurst St,High Rise,6,_6a423E2FF000059,,2019-09-04,2019-09-18,0,No
3561109,2000 Sheppard Ave W,High Rise,7,_6a424D9F55179F4,,2019-08-26,2019-10-01,1,Yes
3561110,2000 Sheppard Ave W,High Rise,7,_6a424D9F55179F4,,2019-08-26,2019-10-01,2,Yes
3561111,2000 Sheppard Ave W,High Rise,7,_6a424D9F55179F4,,2019-08-26,2019-10-01,3,Yes
3561112,2000 Sheppard Ave W,High Rise,7,_6a424D9F55179F4,,2019-08-26,2019-10-01,4,Yes
3561113,2000 Sheppard Ave W,High Rise,7,_6a424D9F55179F4,,2019-08-26,2019-10-01,5,Yes
3561114,2000 Sheppard Ave W,High Rise,7,_6a424D9F55179F4,,2019-08-26,2019-10-01,6,Yes
3561115,111 Kendleton Dr,High Rise,1,_6a4340114CA0C24,,2019-10-24,2020-06-24,0,No
3561116,2100 Weston Rd,High Rise,5,_6a4341560A8B346,,2019-08-27,2019-09-06,0,No
3561117,2314 Islington Ave,High Rise,1,_6a4344E47A52833,,2019-09-05,2019-09-09,0,No
3561118,930 Queens Plate Dr,High Rise,1,_6a4348E174C3544,,2019-08-27,2019-09-18,1,Yes
3561119,121 Kendleton Dr,High Rise,1,_6a43497D9C2BAD4,,2019-09-11,2019-09-11,0,No
3561120,101 Kendleton Dr,High Rise,1,_6a434C246B622AA,,2019-10-22,2020-06-24,0,No
3561121,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,1,Yes
3561122,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,2,Yes
3561123,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,3,Yes
3561124,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,4,Yes
3561125,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,5,Yes
3561126,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,6,Yes
3561127,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,7,Yes
3561128,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,8,Yes
3561129,1210 York Mills Rd,High Rise,16,_6a434EDC10894C1,,2019-08-27,2019-12-11,9,Yes
3561130,77 St Clair Ave E,High Rise,12,_6a4397EFA11F682,,2019-08-27,2020-01-08,1,Yes
3561131,1350 York Mills Rd,High Rise,16,_6a43a069DECBD11,,2019-08-12,2019-08-12,0,No
3561132,1338 York Mills Rd,High Rise,16,_6a43a1248E39C00,,2019-08-12,2020-01-08,1,Yes
3561133,1338 York Mills Rd,High Rise,16,_6a43a1248E39C00,,2019-08-12,2020-01-08,2,Yes
3561134,1338 York Mills Rd,High Rise,16,_6a43a1248E39C00,,2019-08-12,2020-01-08,3,Yes
3561135,1338 York Mills Rd,High Rise,16,_6a43a1248E39C00,,2019-08-12,2020-01-08,4,Yes
3561136,1338 York Mills Rd,High Rise,16,_6a43a1248E39C00,,2019-08-12,2020-01-08,5,Yes
3561137,1360 York Mills Rd,High Rise,16,_6a43a9674E5C627,,2019-08-12,2019-08-12,0,No
3561138,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,1,Yes
3561139,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,2,Yes
3561140,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,3,Yes
3561141,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,4,Yes
3561142,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,5,Yes
3561143,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,6,Yes
3561144,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,7,Yes
3561145,1200 York Mills Rd,High Rise,16,_6a43aA50A78C734,,2019-08-12,2020-05-14,8,Yes
3561146,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,1,Yes
3561147,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,2,Yes
3561148,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,3,Yes
3561149,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,4,Yes
3561150,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,5,Yes
3561151,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,6,Yes
3561152,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,7,Yes
3561153,6 Glamorgan Ave,High Rise,21,_6a43aCFE057B4F9,,2019-09-16,2020-01-07,8,Yes
3561154,2191 Yonge St,High Rise,12,_6a44bA85F6C5707,,2019-08-28,2019-08-28,0,No
3561155,275 Bleecker St,High Rise,13,_6a44cA11A9AB150,,2019-08-27,2019-08-28,0,No
3561156,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,1,Yes
3561157,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,2,Yes
3561158,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,3,Yes
3561159,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,4,Yes
3561160,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,5,Yes
3561161,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,6,Yes
3561162,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,7,Yes
3561163,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,8,Yes
3561164,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,9,Yes
3561165,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,10,Yes
3561166,1274 York Mills Rd,High Rise,16,_6a44cE0CA73FE5D,,2019-08-28,2019-10-01,11,Yes
3561167,1137 Royal York Rd,High Rise,2,_6a44d217FAD35AD,,2019-08-29,2020-01-21,1,Yes
3561168,1137 Royal York Rd,High Rise,2,_6a44d217FAD35AD,,2019-08-29,2020-01-21,2,Yes
3561169,1137 Royal York Rd,High Rise,2,_6a44d217FAD35AD,,2019-08-29,2020-01-21,3,Yes
3561170,1137 Royal York Rd,High Rise,2,_6a44d217FAD35AD,,2019-08-29,2020-01-21,4,Yes
3561171,1137 Royal York Rd,High Rise,2,_6a44d217FAD35AD,,2019-08-29,2020-01-21,5,Yes
3561172,1141 Royal York Rd,High Rise,2,_6a44d47ED56E1D4,,2019-08-29,2020-01-21,1,Yes
3561173,1141 Royal York Rd,High Rise,2,_6a44d47ED56E1D4,,2019-08-29,2020-01-21,2,Yes
3561174,1141 Royal York Rd,High Rise,2,_6a44d47ED56E1D4,,2019-08-29,2020-01-21,3,Yes
3561175,1141 Royal York Rd,High Rise,2,_6a44d47ED56E1D4,,2019-08-29,2020-01-21,4,Yes
3561176,1141 Royal York Rd,High Rise,2,_6a44d47ED56E1D4,,2019-08-29,2020-01-21,5,Yes
3561177,1141 Royal York Rd,High Rise,2,_6a44d47ED56E1D4,,2019-08-29,2020-01-21,6,Yes
3561178,45 Driftwood Ave,High Rise,7,_6a44d9AB2A0DABA,,2019-08-27,2020-12-09,0,No
3561179,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,1,Yes
3561180,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,2,Yes
3561181,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,3,Yes
3561182,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,4,Yes
3561183,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,5,Yes
3561184,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,6,Yes
3561185,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,7,Yes
3561186,1139 Royal York Rd,High Rise,2,_6a44d9B2B944304,,2019-08-29,2020-01-21,8,Yes
3561187,152 St Patrick St,High Rise,10,_6a44dDECBBA5B44,,2019-08-30,2019-09-24,1,Yes
3561188,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,1,Yes
3561189,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,2,Yes
3561190,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,3,Yes
3561191,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,4,Yes
3561192,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,5,Yes
3561193,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,6,Yes
3561194,455 Sentinel Rd,High Rise,7,_6a44dFB9C5A4274,,2019-08-27,2020-06-22,7,Yes
3561195,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,1,Yes
3561196,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,2,Yes
3561197,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,3,Yes
3561198,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,4,Yes
3561199,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,5,Yes
3561200,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,6,Yes
3561201,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,7,Yes
3561202,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,8,Yes
3561203,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,9,Yes
3561204,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,10,Yes
3561205,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,11,Yes
3561206,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,12,Yes
3561207,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,13,Yes
3561208,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,14,Yes
3561209,18 A Hazelton Ave,High Rise,11,_6a452ACACECD87D,,2019-09-05,2020-05-13,15,Yes
3561210,485 Huron St,High Rise,11,_6a452AE118075CD,,2019-08-20,2019-08-28,0,No
3561211,438 King St W,High Rise,10,_6a46386FC07909B,,2019-08-29,2019-10-03,1,Yes
3561212,725 Don Mills Rd,High Rise,16,_6a463C6773AEC32,,2019-08-29,2019-09-05,1,Yes
3561213,725 Don Mills Rd,High Rise,16,_6a463C6773AEC32,,2019-08-29,2019-09-05,2,Yes
3561214,2195 Jane St,High Rise,6,_6a4640A2389B8A5,,2019-08-29,2019-10-28,0,No
3561215,20 West Lodge Ave,High Rise,4,_6a464E97F5384EC,,2019-08-30,2019-09-03,0,No
3561216,2100 Weston Rd,High Rise,5,_6a464FC26FDD38D,,2019-08-29,2019-09-06,0,No
3561217,25 Martha Eaton Way,High Rise,5,_6a465983FDB9B83,,2019-08-28,2019-08-28,0,No
3561218,2180 Weston Rd,High Rise,5,_6a465E7B8081E90,,2019-08-28,2019-08-28,0,No
3561219,1865 Martin Grove Rd,High Rise,1,_6a469A382B5206E,,2019-09-25,2019-11-07,1,Yes
3561220,1865 Martin Grove Rd,High Rise,1,_6a469A382B5206E,,2019-09-25,2019-11-07,2,Yes
3561221,1865 Martin Grove Rd,High Rise,1,_6a469A382B5206E,,2019-09-25,2019-11-07,3,Yes
3561222,1865 Martin Grove Rd,High Rise,1,_6a469A382B5206E,,2019-09-25,2019-11-07,4,Yes
3561223,1865 Martin Grove Rd,High Rise,1,_6a469A382B5206E,,2019-09-25,2019-11-07,5,Yes
3561224,1865 Martin Grove Rd,High Rise,1,_6a469A382B5206E,,2019-09-25,2019-11-07,6,Yes
3561225,50 Prince Arthur Ave,High Rise,11,_6a46bC62A7E9939,,2019-10-22,2019-10-22,0,No
3561226,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,1,Yes
3561227,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,2,Yes
3561228,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,3,Yes
3561229,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,4,Yes
3561230,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,5,Yes
3561231,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,6,Yes
3561232,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,7,Yes
3561233,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,8,Yes
3561234,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,9,Yes
3561235,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,10,Yes
3561236,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,11,Yes
3561237,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,12,Yes
3561238,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,13,Yes
3561239,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,14,Yes
3561240,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,15,Yes
3561241,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,16,Yes
3561242,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,17,Yes
3561243,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,18,Yes
3561244,797 Don Mills Rd,High Rise,16,_6a47b5A5B57BCD4,,2019-08-28,2020-04-24,19,Yes
3561245,44 Willowridge Rd,High Rise,1,_6a47c52BC467E72,,2019-09-03,2019-09-10,0,No
3561246,111 Kendleton Dr,High Rise,1,_6a47c8378D93741,,2019-08-30,2019-09-25,0,No
3561247,10 Garnett Janes Rd,High Rise,3,_6a47c93E51EE506,,2019-09-05,2020-02-04,0,No
3561248,160 Mutual St,High Rise,13,_6a47d8B8040F58F,,2019-09-16,2019-09-27,0,No
3561249,4001 Steeles Ave W,High Rise,7,_6a47dD59723F224,,2019-08-30,2019-08-30,0,No
3561250,3000 Yonge St,High Rise,8,_6a481615B792743,,2019-09-05,2019-09-05,0,No
3561251,1884 Davenport Rd,High Rise,9,_6a48174C9BC9B2D,,2019-08-30,2019-08-30,0,No
3561252,6200 Bathurst St,High Rise,6,_6a4838C2D291D72,,2019-09-03,2019-09-04,0,No
3561253,300 Queen's Dr,High Rise,5,_6a4db946CC22CDC,,2019-09-04,2019-09-04,0,No
3561254,1901 Martin Grove Rd,High Rise,1,_6a4db9951A8110D,,2019-09-04,2020-01-27,0,No
3561255,45 Sunrise Ave,High Rise,19,_6a4dc06BAC79893,,2019-09-03,2019-09-16,0,No
3561256,6250 Bathurst St,High Rise,6,_6a4dc33355FE394,,2019-09-03,2019-09-04,0,No
3561257,15 Stafford St,High Rise,10,_6a4dc49C506A402,,2019-09-03,2019-10-02,1,Yes
3561258,15 Stafford St,High Rise,10,_6a4dc49C506A402,,2019-09-03,2019-10-02,2,Yes
3561259,5754 Yonge St,High Rise,18,_6a4dd5767B7E0E7,,2019-09-03,2019-09-20,1,Yes
3561260,5754 Yonge St,High Rise,18,_6a4dd5767B7E0E7,,2019-09-03,2019-09-20,2,Yes
3561261,5754 Yonge St,High Rise,18,_6a4dd5767B7E0E7,,2019-09-03,2019-09-20,3,Yes
3561262,5754 Yonge St,High Rise,18,_6a4dd5767B7E0E7,,2019-09-03,2019-09-20,4,Yes
3561263,5 Fisherville Rd,High Rise,6,_6a4dd71978361D6,,2019-09-10,2019-09-11,0,No
3561264,5162 Yonge St,High Rise,18,_6a4ddDCBF7869DD,,2019-09-17,2020-06-30,0,No
3561265,2522 Keele St,High Rise,5,_6a4ddE2F2A95D19,,2019-09-03,2019-09-03,0,No
3561266,100 Harbour St,High Rise,10,_6a4ddEC7AA624DE,,2019-09-09,2019-12-13,0,No
3561267,120 Dallimore Crcl,High Rise,16,_6a4df0AB0AF98B9,,2019-09-05,2019-09-26,0,No
3561268,30 Tuxedo Crt,High Rise,24,_6a4e015130302FD,,2019-09-04,2019-09-04,0,No
3561269,3725 Dundas St W,High Rise,4,_6a4e05DB0705C93,,2019-09-03,2019-09-03,0,No
3561270,2801 Jane St,High Rise,7,_6a4e067757BEE38,,2019-09-09,2019-10-07,0,No
3561271,15 Tobermory Dr,High Rise,7,_6a4e077A8498254,,2019-09-03,2019-09-03,0,No
3561272,4205 Lawrence Ave E,High Rise,25,_6a4e0832ED9C188,,2019-09-04,2019-09-04,0,No
3561273,19 Four Winds Dr,High Rise,7,_6a4e0C09A6E75FE,,2019-09-03,2019-09-03,0,No
3561274,57 Mabelle Ave,High Rise,3,_6a4e32CFE02A465,,2019-09-09,2020-06-09,0,No
3561275,3845 Lake Shore Blvd W,High Rise,3,_6a4e3862D7D7CC2,,2019-09-05,2019-09-06,0,No
3561276,230 King St E,High Rise,13,_6a4e4C85AE6176D,,2019-09-06,2019-10-10,0,No
3561277,133 Wynford Dr,High Rise,16,_6a4e5727D911093,,2019-08-28,2019-09-16,0,No
3561278,135 Wynford Dr,High Rise,16,_6a4e5E5A34AE87E,,2019-08-28,2019-09-18,0,No
3561279,65 Wynford Heights Cres,High Rise,16,_6a4f42EFF306204,,2020-03-03,2020-03-03,0,No
3561280,525 Wilson Ave,High Rise,6,_6a4f46C4E079EA0,,2019-09-13,2019-10-02,0,No
3561281,10 Edgecliff Golfway,High Rise,16,_6a4f48D1E125F15,,2019-09-04,2019-09-06,0,No
3561282,121 Humber Blvd,High Rise,5,_6a4f4ADA5564CFE,,2019-09-04,2019-10-29,0,No
3561283,175 Bamburgh Crcl,High Rise,22,_6a4f53105299A7F,,2019-09-17,2019-09-17,0,No
3561284,75 Bamburgh Crcl,High Rise,22,_6a4f5422FA2FFA1,,2019-09-17,2019-09-17,0,No
3561285,55 Bamburgh Crcl,High Rise,22,_6a4f57C4DB55261,,2019-09-17,2019-09-17,0,No
3561286,125 Bamburgh Crcl,High Rise,22,_6a4f57C8DC0A8E1,,2019-09-17,2019-09-17,0,No
3561287,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,1,Yes
3561288,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,2,Yes
3561289,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,3,Yes
3561290,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,4,Yes
3561291,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,5,Yes
3561292,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,6,Yes
3561293,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,7,Yes
3561294,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,8,Yes
3561295,2008 Pharmacy Ave,High Rise,22,_6a4f635793EC6D1,,2020-01-14,2021-02-23,9,Yes
3561296,365 Bay Mills Blvd,High Rise,22,_6a4f656BB746C08,,2019-09-09,2019-09-09,0,No
3561297,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,1,Yes
3561298,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,2,Yes
3561299,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,3,Yes
3561300,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,4,Yes
3561301,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,5,Yes
3561302,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,6,Yes
3561303,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,7,Yes
3561304,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,8,Yes
3561305,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,9,Yes
3561306,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,10,Yes
3561307,2739 Victoria Park Ave,High Rise,22,_6a4f6BD5035755E,,2020-02-25,2021-01-27,11,Yes
3561308,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,1,Yes
3561309,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,2,Yes
3561310,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,3,Yes
3561311,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,4,Yes
3561312,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,5,Yes
3561313,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,6,Yes
3561314,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,7,Yes
3561315,3333 Finch Ave E,High Rise,22,_6a4f714096E3BC8,,2020-08-14,2020-09-24,8,Yes
3561316,30 Kimbercroft Crt,High Rise,23,_6a4f76FB25CC20A,,2020-05-14,2020-05-14,0,No
